bridge_id,bauwerksart_text,baustoffklasse,laenge,breite,baujahr,traffic_dtv_latest,traffic_dtv_mean,zustandsnote,zustandsnotenklasse,gis_ort,gis_kreis,gis_bundesland,geom_x,geom_y
4318603._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,50.72,14.5,1981,,,2.0,2.0  -  2.4,Etteln                                            ,Paderborn                                                                       ,NW,971806.6508000008,6730112.6954
4318605._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,50.82,6.0,1981,,,2.5,2.5  -  2.9,Etteln                                            ,Paderborn                                                                       ,NW,971537.6312000006,6732028.380900003
4318606._1,Plattenbrücke                                                                   ,Beton/Stahlbeton,7.71,12.74,1982,,,1.8,1.5  -  1.9,Kirchborchen                                      ,Paderborn                                                                       ,NW,970655.240699999,6735031.539099999
4318606._2,Plattenbrücke                                                                   ,Beton/Stahlbeton,7.71,12.74,1982,,,1.8,1.5  -  1.9,Kirchborchen                                      ,Paderborn                                                                       ,NW,970655.240699999,6735031.539099999
4318608._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,21.73,15.53,1986,,,1.9,1.5  -  1.9,Gallihöhe                                         ,Paderborn                                                                       ,NW,970296.6187000014,6736914.112000003
4318608._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,21.73,15.53,1986,,,1.9,1.5  -  1.9,Gallihöhe                                         ,Paderborn                                                                       ,NW,970296.6187000014,6736914.112000003
4319500._0,"Rohr als Brücke, mit Ummantelung                                                ",Stahl/Leichtmetall,3.05,14.0,1966,,,2.6,2.5  -  2.9,Lichtenau - Kleinenberg                           ,Paderborn                                                                       ,NW,995695.0172000006,6727936.372299999
4319502._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,13.5,11.25,1954,8214.0,7831.789473684211,1.0,1.0  -  1.4,Lichtenau                                         ,Paderborn                                                                       ,NW,989894.7822999991,6731179.906099997
4319504._0,Brücke mit balkenartigem oder plattenartigem Tragwerk                           ,Beton/Stahlbeton,6.05,16.5,1969,8214.0,7831.789473684211,1.9,1.5  -  1.9,Grundsteinheim                                    ,Paderborn                                                                       ,NW,987316.6510999984,6736014.023599997
4319505._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,7.4,14.05,1969,8214.0,7831.789473684211,1.8,1.5  -  1.9,Grundsteinheim                                    ,Paderborn                                                                       ,NW,986863.6413999982,6736958.461599998
4319506._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,346.8,18.0,1970,8214.0,7831.789473684211,2.3,2.0  -  2.4,westl. Lichtenau - Grundsteinheim                 ,Paderborn                                                                       ,NW,986824.0713,6737475.425800003
4319507._0,Brücke mit balkenartigem oder plattenartigem Tragwerk                           ,Beton/Stahlbeton,6.3,16.5,1969,8214.0,7831.789473684211,1.7,1.5  -  1.9,Grundsteinheim                                    ,Paderborn                                                                       ,NW,986911.9820999987,6738673.5309000015
4320502._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,168.0,13.0,1961,,,2.0,2.0  -  2.4,Willebadessen - Niesen                            ,Höxter                                                                          ,NW,1017349.7204999998,6732105.8046
4320515._0,Brücke mit Balken- / Plattenmischsystem                                         ,Spannbeton,30.0,12.9,1961,7378.0,7519.210526315789,2.3,2.0  -  2.4,Siddessen                                         ,Höxter                                                                          ,NW,1018947.3867999986,6739276.0682
4320516._0,Brücke mit balkenartigem oder plattenartigem Tragwerk                           ,Beton/Stahlbeton,9.6,12.5,1960,7378.0,7519.210526315789,2.8,2.5  -  2.9,Rheder                                            ,Höxter                                                                          ,NW,1020158.5271999984,6741889.535400003
4320554._0,Plattenbrücke                                                                   ,Spannbeton,49.6,9.5,1985,7378.0,7519.210526315789,2.5,2.5  -  2.9,Riesel                                            ,Höxter                                                                          ,NW,1019165.3508,6745458.938199997
4320555._0,"Rohr als Brücke, mit Ummantelung                                                ",Stahl/Leichtmetall,9.32,56.77,1985,7378.0,7519.210526315789,1.0,1.0  -  1.4,bRAKEL - Riesel                                   ,Höxter                                                                          ,NW,1020034.6779000014,6745465.919100001
4320559._0,Brücke mit balkenartigem oder plattenartigem Tragwerk                           ,Spannbeton,111.0,15.75,1991,,,1.9,1.5  -  1.9,Peckelsheim                                       ,Höxter                                                                          ,NW,1017427.9268000014,6728081.744599998
4320560._0,Plattenbrücke                                                                   ,Spannbeton,40.5,4.5,1992,,,2.0,2.0  -  2.4,Willebadessen - Peckelsheim                       ,Höxter                                                                          ,NW,1017092.8016000018,6728666.542300001
4320561._0,"Rohr als Brücke, mit Ummantelung                                                ",Stahl/Leichtmetall,4.86,15.0,1985,7378.0,7519.210526315789,1.7,1.5  -  1.9,Riesel                                            ,Höxter                                                                          ,NW,1018606.4411000012,6745775.0119
4321526._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.75,17.56,2005,6056.0,3317.92,1.0,1.0  -  1.4,Beverungen - Dalhausen                            ,Höxter                                                                          ,NW,1037014.3313999996,6736335.690300003
4321527._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,12.2,2.99,2006,6056.0,3317.92,2.0,2.0  -  2.4,Beverungen - Roggenthal                           ,Höxter                                                                          ,NW,1036878.9703000002,6736238.686399996
4321533._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.5,17.2,1999,6056.0,3317.92,1.0,1.0  -  1.4,Beverungen                                        ,Höxter                                                                          ,NW,1038564.9699000008,6737292.680600002
4321534._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,9.45,13.5,2001,,,1.8,1.5  -  1.9,Borgentreich - Borgholz                           ,Höxter                                                                          ,NW,1032153.9715999998,6730543.090599999
4321535._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,10.43,13.5,2001,,,2.0,2.0  -  2.4,Borgholz                                          ,Höxter                                                                          ,NW,1032251.9772000016,6731173.006200001
4321537._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.5,19.11,2006,,,2.1,2.0  -  2.4,Borgholz                                          ,Höxter                                                                          ,NW,1031100.3883999996,6729318.767499998
4321538._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,3.0,22.87,2006,,,1.0,1.0  -  1.4,Borgholz                                          ,Höxter                                                                          ,NW,1030996.8266999982,6728452.106399998
4321556._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,211.0,15.5,1982,7378.0,7519.210526315789,2.3,2.0  -  2.4,Brakel                                            ,Höxter                                                                          ,NW,1020652.9217999988,6745704.318899997
4322500._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,278.75,11.6,1963,6056.0,3317.92,1.9,1.5  -  1.9,Herstelle                                         ,Höxter                                                                          ,NW,1045827.748399999,6734241.993299998
4322502._0,"Rohr als Brücke, mit Ummantelung                                                ",Stahl/Leichtmetall,2.43,81.4,1975,6056.0,3317.92,1.2,1.0  -  1.4,Beverungen                                        ,Höxter                                                                          ,NW,1043446.5579999984,6735394.762900002
4322503._0,Plattenbrücke                                                                   ,Spannbeton,19.0,14.5,1970,6056.0,3317.92,2.0,2.0  -  2.4,Beverungen                                        ,Höxter                                                                          ,NW,1043220.6328000017,6738408.505800001
4322506._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,3.16,12.5,1961,6056.0,3317.92,2.3,2.0  -  2.4,Beverungen                                        ,Höxter                                                                          ,NW,1043156.6389999986,6739277.727600001
4322507._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,5.26,18.5,1977,6056.0,3317.92,2.3,2.0  -  2.4,Beverungen                                        ,Höxter                                                                          ,NW,1043559.0111999996,6740085.753799997
4324523._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,407.2,11.6,2010,,,2.3,2.0  -  2.4,Schlarpe                                          ,Northeim                                                                        ,NI,1086953.2991000004,6737872.456900001
4322516._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,34.49,16.75,1980,6056.0,3317.92,2.0,2.0  -  2.4,Beverungen - Herstelle                            ,Höxter                                                                          ,,1047308.9169999994,6734543.467699997
4322520._0,Brücke mit Balken- / Plattenmischsystem                                         ,Spannbeton,180.0,12.95,2021,6056.0,3317.92,2.3,2.0  -  2.4,Beverungen - Herstelle                            ,Höxter                                                                          ,NW,1048559.4246000014,6733731.669299997
4322521._0,Gewölbe- bzw. Bogenbrücke                                                       ,Beton/Stahlbeton,44.85,24.85,2019,6056.0,3317.92,1.0,1.0  -  1.4,bei Beverungen - Herstelle                        ,Höxter                                                                          ,NW,1047953.938099999,6734063.289999999
4322522._0,Brücke mit Balken- / Plattenmischsystem                                         ,Stahl/Leichtmetall,199.9,12.0,2020,6056.0,3317.92,2.0,2.0  -  2.4,östl. Beverungen                                  ,Höxter                                                                          ,NW,1043761.5531000012,6739289.148800001
4322568._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,7.92,11.5,1999,6056.0,3317.92,2.0,2.0  -  2.4,Blankenau                                         ,Höxter                                                                          ,NW,1044037.2027999982,6744041.258199997
4322569._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,13.61,11.5,1999,6056.0,3317.92,1.4,1.0  -  1.4,Blankenau                                         ,Höxter                                                                          ,NW,1044073.1295999996,6744798.340899996
4324525._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,20.44,23.85,2010,,,2.0,2.0  -  2.4,Schlarpe                                          ,Northeim                                                                        ,NI,1087028.6292999985,6736456.8521
4322864.A_,Gewölbe- bzw. Bogenbrücke                                                       ,Beton/Stahlbeton,34.37,12.1,1949,6056.0,3317.92,2.8,2.5  -  2.9,Bad Karlshafen                                    ,Landkreis Kassel                                                                ,HE,1051877.2014000006,6735439.116499998
4322890.A_,Plattenbrücke                                                                   ,Spannbeton,141.0,12.1,2024,6056.0,3317.92,1.2,1.0  -  1.4,bei Deisel                                        ,Landkreis Kassel                                                                ,,1048479.1354999988,6730341.650300004
4322891._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,58.2,12.05,2020,6056.0,3317.92,1.8,1.5  -  1.9,bei Deisel                                        ,Landkreis Kassel                                                                ,HE,1048426.2569000012,6731164.858800001
4322892._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,30.69,12.6,2020,6056.0,3317.92,1.7,1.5  -  1.9,bei Deisel                                        ,Landkreis Kassel                                                                ,HE,1048678.2089999989,6731956.571599998
4322893._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,29.5,12.1,2020,6056.0,3317.92,1.0,1.0  -  1.4,bei Deisel                                        ,Landkreis Kassel                                                                ,HE,1048852.2967999987,6732780.245300002
4322894._0,Brücke mit Balken- / Plattenmischsystem                                         ,Beton/Stahlbeton,27.84,6.0,2020,6056.0,3317.92,1.6,1.5  -  1.9,bei Deisel                                        ,Landkreis Kassel                                                                ,HE,1048873.814300001,6733113.079300001
4324526._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,151.0,16.35,2011,,,2.0,2.0  -  2.4,Goseplack                                         ,Northeim                                                                        ,NI,1087042.1497000009,6735941.339599997
4322899._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,12.0,17.45,2018,6056.0,3317.92,1.0,1.0  -  1.4,Bad Karlshafen                                    ,Landkreis Kassel                                                                ,HE,1052099.0709000006,6735744.199299999
4323510._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,3.2,16.34,2008,,,1.1,1.0  -  1.4,Sohlingen                                         ,Northeim                                                                        ,NI,1068775.3660999984,6740435.786700003
4323511._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,9.38,10.25,1935,,,2.6,2.5  -  2.9,Uslar                                             ,Northeim                                                                        ,NI,1071191.9565999992,6739693.314800002
4323513._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.75,62.0,1997,,,2.2,2.0  -  2.4,Uslar                                             ,Northeim                                                                        ,NI,1071952.8948,6739625.4538
4323910._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,4.06,13.0,1957,6056.0,3317.92,2.7,2.5  -  2.9,Gewissenruh                                       ,Landkreis Kassel                                                                ,HE,1058195.4945,6732803.0057
4323911._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,5.17,13.2,1958,6056.0,3317.92,2.7,2.5  -  2.9,Gewissenruh                                       ,Landkreis Kassel                                                                ,HE,1057621.387600001,6733040.7667
4324006._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahl/Leichtmetall,15.57,6.85,2019,,,1.6,1.5  -  1.9,Bollensen                                         ,Northeim                                                                        ,,,
4324503._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,11.24,10.5,1963,,,2.2,2.0  -  2.4,Bollensen                                         ,Northeim                                                                        ,NI,1077468.0714999996,6737940.589500003
4324515._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,30.48,14.5,1988,9246.0,8095.090909090909,2.4,2.0  -  2.4,Hardegsen                                         ,Northeim                                                                        ,NI,1093526.5155000016,6736118.268700004
4324516._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,31.25,12.1,1988,9246.0,8095.090909090909,2.8,2.5  -  2.9,Hardegsen                                         ,Northeim                                                                        ,NI,1094518.0766000005,6736622.387999997
4324517._0,Brücke als Rahmen-Mischsystem                                                   ,Spannbeton,37.24,9.5,1998,,,2.3,2.0  -  2.4,Ellierode                                         ,Northeim                                                                        ,NI,1089654.6182999983,6733982.958899997
4324518._0,Brücke als Schrägstielrahmen                                                    ,Spannbeton,38.3,4.5,1997,,,2.8,2.5  -  2.9,Ellierode                                         ,Northeim                                                                        ,NI,1091078.178100001,6734864.096500002
4324519._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,12.48,14.5,1997,,,2.1,2.0  -  2.4,Ellierode                                         ,Northeim                                                                        ,NI,1091846.1114000008,6735512.855800003
4324520._0,Plattenbrücke                                                                   ,Spannbeton,48.4,14.5,1997,,,2.5,2.5  -  2.9,Ellierode                                         ,Northeim                                                                        ,NI,1090181.182799999,6734215.109499998
4324522._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Beton/Stahlbeton,24.7,11.6,2011,,,1.7,1.5  -  1.9,Volpriehausen                                     ,Northeim                                                                        ,NI,1086093.0524000004,6738580.866300002
4324527._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,32.3,6.19,2010,,,1.3,1.0  -  1.4,"Hardegsen, OT Goseplack                           ",Northeim                                                                        ,NI,1086918.0976000018,6735259.562899999
4324528._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,80.0,15.6,2010,,,2.2,2.0  -  2.4,"Hardegsen, OT Gloseplack                          ",Northeim                                                                        ,NI,1087026.932,6734772.962399997
4324529._0,Plattenbrücke                                                                   ,Spannbeton,17.6,16.25,2009,,,2.2,2.0  -  2.4,Gloseplack                                        ,Northeim                                                                        ,NI,1087350.4477000013,6734464.752099998
4324531._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,6.7,11.6,2023,,,1.1,1.0  -  1.4,Gierswalde                                        ,Northeim                                                                        ,,,
4324532._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,5.1,25.18,2020,,,2.2,2.0  -  2.4,Gierswalde                                        ,Northeim                                                                        ,,,
4324533._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,6.3,11.6,2021,,,1.1,1.0  -  1.4,Gierswalde                                        ,Northeim                                                                        ,,,
4324534._0,Brücke als Schrägstielrahmen                                                    ,Beton/Stahlbeton,45.6,6.0,2019,,,2.0,2.0  -  2.4,Volpriehausen                                     ,Northeim                                                                        ,,,
4324535._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,10.38,10.8,2024,,,1.8,1.5  -  1.9,Volpriehausen                                     ,Northeim                                                                        ,NI,1084311.819699999,6739039.670400001
4324536._0,Brücke als Rahmen-Mischsystem                                                   ,Spannbeton,52.5,6.0,2023,,,1.8,1.5  -  1.9,,,,,
4325003._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahl/Leichtmetall,5.5,2.63,1950,,,3.4,3.0  -  3.4,Rodetal                                           ,Northeim                                                                        ,NI,1110527.3894999996,6731130.395800002
4325025._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahl/Leichtmetall,10.0,2.5,2010,9246.0,8095.090909090909,1.9,1.5  -  1.9,Rodetal                                           ,Northeim                                                                        ,NI,1109663.8051000014,6731446.601099998
4325026._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahl/Leichtmetall,13.75,2.5,2011,9246.0,8095.090909090909,2.0,2.0  -  2.4,Rodetal                                           ,Göttingen                                                                       ,NI,1110224.8341999983,6731291.620200001
4325035._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,116.42,8.0,1985,9246.0,8095.090909090909,2.7,2.5  -  2.9,Angerstein                                        ,Northeim                                                                        ,NI,1105396.9620999992,6730842.815899998
4325501._1,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,3.76,19.28,2011,9246.0,8095.090909090909,1.9,1.5  -  1.9,Parensen                                          ,Northeim                                                                        ,NI,1102845.1774999984,6729475.048
4325501._2,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,3.76,18.03,2011,9246.0,8095.090909090909,1.8,1.5  -  1.9,Parensen                                          ,Northeim                                                                        ,NI,1102845.1774999984,6729475.048
4325505._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,19.97,17.8,2011,9246.0,8095.090909090909,1.9,1.5  -  1.9,Parensen                                          ,Northeim                                                                        ,NI,1102969.1424999982,6730397.891999997
4325528._2,Gewölbe-/Bogenbrücke mit Lastverteilungsplatte                                  ,Beton/Stahlbeton,9.0,18.43,1979,9246.0,8095.090909090909,2.2,2.0  -  2.4,Behrensen                                         ,Northeim                                                                        ,NI,1103775.9184000008,6738474.7839
4325505._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,19.97,18.28,2011,9246.0,8095.090909090909,2.0,2.0  -  2.4,Parensen                                          ,Northeim                                                                        ,NI,1102969.1424999982,6730397.891999997
4325506._1,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,7.67,20.93,1975,9246.0,8095.090909090909,2.2,2.0  -  2.4,Parensen                                          ,Northeim                                                                        ,NI,1102994.4860999994,6730602.293300003
4325506._2,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,7.67,20.93,1975,9246.0,8095.090909090909,1.8,1.5  -  1.9,Parensen                                          ,Northeim                                                                        ,NI,1102994.4860999994,6730602.293300003
4325509._0,Plattenbrücke                                                                   ,Stein,7.5,10.5,1966,,,1.5,1.5  -  1.9,Reyershausen                                      ,Göttingen                                                                       ,NI,1111502.6015999988,6730720.718800001
4325511._0,Gewölbe-/Bogenbrücke ohne Aufbeton                                              ,Beton/Stahlbeton,3.8,13.95,1938,9246.0,8095.090909090909,2.4,2.0  -  2.4,Lütgenrode                                        ,Northeim                                                                        ,NI,1103800.246199999,6733502.325599998
4325512._1,Plattenbrücke                                                                   ,Beton/Stahlbeton,17.5,23.45,1976,9246.0,8095.090909090909,2.3,2.0  -  2.4,Lütgenrode                                        ,Northeim                                                                        ,NI,1103950.9908000007,6732969.116899997
4325512._2,Plattenbrücke                                                                   ,Beton/Stahlbeton,17.5,23.45,1976,9246.0,8095.090909090909,2.0,2.0  -  2.4,Lütgenrode                                        ,Northeim                                                                        ,NI,1103950.9908000007,6732969.116899997
4325513._1,Plattenbrücke                                                                   ,Beton/Stahlbeton,17.7,21.25,1976,9246.0,8095.090909090909,2.5,2.5  -  2.9,Lütgenrode                                        ,Northeim                                                                        ,NI,1104128.3011000007,6733370.0022
4325513._2,Plattenbrücke                                                                   ,Beton/Stahlbeton,17.7,21.25,1976,9246.0,8095.090909090909,2.5,2.5  -  2.9,Lütgenrode                                        ,Northeim                                                                        ,NI,1104128.3011000007,6733370.0022
4325516._0,Plattenbrücke                                                                   ,Spannbeton,32.04,15.0,1985,9246.0,8095.090909090909,2.4,2.0  -  2.4,Bhf. Nörten-Hardenberg                            ,Northeim                                                                        ,NI,1105712.827399999,6732929.0239999965
4325521._1,Gewölbe-/Bogenbrücke ohne Aufbeton                                              ,Beton/Stahlbeton,6.2,23.79,1939,9246.0,8095.090909090909,2.4,2.0  -  2.4,Lütgenrode                                        ,Northeim                                                                        ,NI,1104447.6251000017,6735733.4789
4325521._2,Gewölbe-/Bogenbrücke ohne Aufbeton                                              ,Beton/Stahlbeton,6.2,20.75,1939,9246.0,8095.090909090909,2.3,2.0  -  2.4,Lütgenrode                                        ,Northeim                                                                        ,NI,1104447.6251000017,6735733.4789
4325525._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,46.75,13.2,1969,9246.0,8095.090909090909,2.2,2.0  -  2.4,Hardegsen                                         ,Northeim                                                                        ,NI,1096251.4855000004,6736391.8935
4325528._1,Gewölbe-/Bogenbrücke mit Lastverteilungsplatte                                  ,Beton/Stahlbeton,9.0,21.25,1979,9246.0,8095.090909090909,2.2,2.0  -  2.4,Behrensen                                         ,Northeim                                                                        ,NI,1103775.9184000008,6738474.7839
4325530._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,56.4,14.5,1991,9246.0,8095.090909090909,2.3,2.0  -  2.4,Nörten-Hardenberg                                 ,Northeim                                                                        ,NI,1105141.1292000003,6732947.607299998
4325531._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,65.0,18.25,1990,9246.0,8095.090909090909,2.5,2.5  -  2.9,Nörten-Hardenberg                                 ,Northeim                                                                        ,NI,1105019.1328000017,6733005.5942
4325532._1,Gewölbe- bzw. Bogenbrücke                                                       ,Beton/Stahlbeton,6.4,19.86,1939,9246.0,8095.090909090909,2.0,2.0  -  2.4,Großenrode                                        ,Northeim                                                                        ,NI,1104135.574000001,6739843.473399997
4325532._2,Gewölbe- bzw. Bogenbrücke                                                       ,Beton/Stahlbeton,6.4,17.75,1939,9246.0,8095.090909090909,2.2,2.0  -  2.4,Großenrode                                        ,Northeim                                                                        ,NI,1104135.574000001,6739843.473399997
4325533._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.2,18.85,1969,,,2.1,2.0  -  2.4,Sudheim                                           ,Northeim                                                                        ,NI,1109328.8462999985,6739511.668399997
4325535._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.2,15.0,1966,,,2.9,2.5  -  2.9,Sudheim                                           ,Northeim                                                                        ,NI,1110005.3964999989,6740970.489100002
4325539._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,4.82,13.6,1960,,,2.3,2.0  -  2.4,Moringen                                          ,Northeim                                                                        ,NI,1098752.1306000017,6745236.013999999
4325541._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,17.65,18.48,1981,,,2.5,2.5  -  2.9,Berwartshausen                                    ,Northeim                                                                        ,NI,1106040.817200001,6745029.363600001
4325541._3,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,17.84,18.05,2019,,,1.7,1.5  -  1.9,Berwartshausen                                    ,Northeim                                                                        ,NI,1106040.817200001,6745029.363600001
4325542._1,Plattenbrücke                                                                   ,Beton/Stahlbeton,9.0,18.48,1981,,,1.9,1.5  -  1.9,Berwartshausen                                    ,Northeim                                                                        ,NI,1106117.3625999987,6745221.351499997
4325542._3,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,10.0,14.79,2020,,,1.9,1.5  -  1.9,Berwartshausen                                    ,Northeim                                                                        ,NI,1106117.3625999987,6745221.351499997
4325543._1,Plattenbrücke                                                                   ,Beton/Stahlbeton,15.7,20.5,1981,,,2.3,2.0  -  2.4,Berwartshausen                                    ,Northeim                                                                        ,NI,1106210.4287,6745531.825599998
4325543._3,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,17.21,22.1,2019,,,1.0,1.0  -  1.4,Berwartshausen                                    ,Northeim                                                                        ,NI,1106210.4287,6745531.825599998
4325549._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,41.0,13.5,1988,9246.0,8095.090909090909,2.3,2.0  -  2.4,Hardegsen                                         ,Northeim                                                                        ,NI,1095424.5236999989,6736709.580499999
4325552._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,13.85,28.8,1989,9246.0,8095.090909090909,2.0,2.0  -  2.4,Nörten-Hardenberg                                 ,Northeim                                                                        ,NI,1105720.6415,6734387.492899999
4325553._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,285.55,14.5,1989,9246.0,8095.090909090909,2.3,2.0  -  2.4,Nörten-Hardenberg                                 ,Northeim                                                                        ,NI,1105985.16,6734813.901799999
4325554._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,7.8,15.87,1990,9246.0,8095.090909090909,2.7,2.5  -  2.9,Nörten-Hardenberg                                 ,Northeim                                                                        ,NI,1106418.4426999986,6735069.607000001
4325555._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,3.05,19.0,1994,9246.0,8095.090909090909,2.2,2.0  -  2.4,Nörten-Hardenberg                                 ,Northeim                                                                        ,NI,1105239.2201000005,6729417.511200003
4325557._0,Plattenbrücke                                                                   ,Spannbeton,22.4,11.23,1993,9246.0,8095.090909090909,2.5,2.5  -  2.9,Bovenden                                          ,Göttingen                                                                       ,NI,1105079.1094000004,6728682.213100001
4325558._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,15.8,31.77,1992,9246.0,8095.090909090909,2.5,2.5  -  2.9,Nörten-Hardenberg                                 ,Northeim                                                                        ,NI,1105142.0287000015,6732558.203500003
4325560._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.5,13.45,2007,,,2.1,2.0  -  2.4,Moringen                                          ,Northeim                                                                        ,NI,1102322.4290999994,6745769.884300001
4325561._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,49.7,9.6,2010,9246.0,8095.090909090909,2.4,2.0  -  2.4,Parensen                                          ,Northeim                                                                        ,NI,1103082.8687000014,6730963.0858
4325563._1,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,7.79,19.74,2021,,,1.3,1.0  -  1.4,Hillerse                                          ,Northeim                                                                        ,NI,1105022.1460999995,6742513.178999998
4325563._2,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,7.79,19.49,2019,,,1.2,1.0  -  1.4,Hillerse                                          ,Northeim                                                                        ,NI,1105022.1460999995,6742513.178999998
4325567._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,3.3,34.25,1993,9246.0,8095.090909090909,2.2,2.0  -  2.4,Bovenden                                          ,Göttingen                                                                       ,NI,1105094.7851999998,6728277.514600001
4326001._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,25.9,2.1,1987,,,2.2,2.0  -  2.4,Katlenburg                                        ,Northeim                                                                        ,NI,1124659.210000001,6741903.813299999
4326516._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,14.94,11.6,1998,,,2.0,2.0  -  2.4,Katlenburg                                        ,Northeim                                                                        ,NI,1124492.6554999985,6741983.009300001
4326517._0,Plattenbrücke                                                                   ,Spannbeton,25.9,8.5,1964,,,2.7,2.5  -  2.9,Katlenburg                                        ,Northeim                                                                        ,NI,1124659.210000001,6741903.813299999
4326518._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,3.19,11.42,1998,,,2.2,2.0  -  2.4,Katlenburg                                        ,Northeim                                                                        ,NI,1124351.0135999992,6742327.373599999
